timestamp,site,external_temperature_c,humidity_pct,it_load_kw,server_utilisation_pct,active_servers,compute_workload_units,it_energy_kwh,facility_energy_kwh,total_energy_kwh,cooling_energy_kwh,water_consumption_l,cooling_water_l,cooling_demand_kw,cooling_system_load_pct,cooling_efficiency,supply_temperature_c,return_temperature_c,grid_carbon_intensity_g_per_kwh,carbon_emissions_kg,renewable_energy_pct,maintenance_indicator,anomaly_ground_truth,anomaly_type,operational_alert_indicator,system_status,date,hour,day_of_week,month,weekend_indicator,season,pue,wue_l_per_kwh,cue_kg_per_kwh,energy_per_workload_kwh
2024-01-01 00:00:00,London-DC1,8.132111338307677,60.68939585894218,374.6374838979416,66.35611358539315,379,723.3365120798056,346.478213403689,433.2264814190291,433.2264814190291,32.196155365083385,122.68572286171342,102.02194684960124,137.8962013425791,30.64360029835091,4.283002109380024,17.292678154061225,26.652714965855214,300.40485942180186,130.1433402484853,30.711962970747688,0,0,Normal,0,Normal,2024-01-01,0,Monday,1,0,Winter,1.2503714942511202,0.3540936143040247,0.3756176729555361,0.5989279874361316
2024-01-01 00:00:00,Manchester-DC2,8.258350779311868,67.91826566904317,371.75534910229857,58.9310092953268,377,665.2868041272646,338.8395165579301,431.9820758766217,431.9820758766217,35.65896520784079,117.79687272521447,98.2281611664576,152.65770249477075,33.92393388772683,4.28104690096851,17.447712172362436,25.881328371500235,321.6288323106083,138.93789064331045,28.679516050641624,0,0,Normal,0,Normal,2024-01-01,0,Monday,1,0,Winter,1.2748869443117843,0.34764797778559925,0.4100403992270387,0.64931706625882
2024-01-01 01:00:00,London-DC1,5.546418054602412,66.24302303209546,364.72243246787747,66.65317612256307,374,661.2431314324176,335.9360407980655,425.1280770771965,425.1280770771965,34.40902894718764,94.54185091302747,80.07298550763163,137.1829676079511,30.485103912878024,3.986830544346515,18.11311818595116,26.09407122165626,301.8392347822987,128.3203334694511,33.487757250023094,0,0,Normal,0,Normal,2024-01-01,1,Monday,1,0,Winter,1.2655030286933258,0.2814281274745913,0.38197846579547484,0.642922484739105
2024-01-01 01:00:00,Manchester-DC2,3.942274383061605,72.40571486306284,408.4136841366666,67.10869970814207,394,767.5495826697644,368.6789184493568,469.0579437249372,469.0579437249372,38.940415919787725,109.53947433358735,93.61780969240277,163.00608259324247,36.223573909609435,4.186038560271522,18.220027726714047,26.82363844865708,314.9461545933226,147.72799565762008,28.970471560376737,0,0,Normal,0,Normal,2024-01-01,1,Monday,1,0,Winter,1.272266788938649,0.2971134742238703,0.4006955327930219,0.6111109357826956
2024-01-01 02:00:00,London-DC1,8.487935546949437,70.25985917091039,402.35351306541935,65.63496709805668,391,762.5050041603631,365.4432699116996,457.72367628863736,457.72367628863736,36.61691441237149,101.74628629524268,89.73240272037154,158.2621116394616,35.16935814210258,4.322103983343576,18.412888507639124,25.970841317852276,295.8931715392361,135.43731026564356,39.248349371826286,0,0,Normal,0,Normal,2024-01-01,2,Monday,1,0,Winter,1.2525163656707512,0.27841882631968345,0.3706110398431162,0.6002894063530277
2024-01-01 02:00:00,Manchester-DC2,6.91004057969689,69.38800309798657,404.4262656863532,69.72690433326207,392,780.6283602991706,373.8606387138212,461.6904657637385,461.6904657637385,32.45574950972017,94.45892217819402,79.46603722391788,136.759404206705,30.39097871260111,4.2137188717748435,17.21123625928698,26.300247611398007,286.55195533649146,132.29830572481472,33.33396902664944,0,0,Normal,0,Normal,2024-01-01,2,Monday,1,0,Winter,1.2349266490103772,0.25265810945799894,0.35387064597106466,0.5914343998298994
2024-01-01 03:00:00,London-DC1,8.913351053076319,70.19294234575906,359.42908657043154,63.52424571164199,372,657.5407446354288,333.26178562045175,414.687977013582,414.687977013582,29.30981612824741,106.94780400413887,82.28366561101168,126.19660464600376,28.04368992133417,4.3056088818101275,17.990222519070674,26.133434831209247,257.3451029357604,106.7179201307825,29.848208546872137,0,0,Normal,0,Normal,2024-01-01,3,Monday,1,0,Winter,1.244331018155996,0.320912293634352,0.3202224939535143,0.6306650658485115
2024-01-01 03:00:00,Manchester-DC2,6.591802588338085,59.36304403103983,415.03497771941375,69.22782152607913,397,770.6504267932067,385.1891082940355,470.37079077132694,470.37079077132694,37.831444242676845,100.89554856425303,83.48688922075662,159.42417452334044,35.4275943385201,4.21406524954967,17.861556865442058,25.948322306641145,286.0940942686793,134.57030535616525,35.486815742038715,0,0,Normal,0,Normal,2024-01-01,3,Monday,1,0,Winter,1.2211425002502088,0.2619376986309645,0.349361657582074,0.6103555833072215
2024-01-01 04:00:00,London-DC1,4.297332482013623,58.17611469466418,373.3543606437694,64.24708737125458,378,690.4018242584182,339.9315333549523,426.0290507213722,426.0290507213722,35.989743349881884,123.90481603097126,101.2474464527202,151.45115750355288,33.65581277856731,4.2081755357683015,18.02924187144435,25.76132415702992,242.69819520712628,103.39648171588229,41.87983669854481,0,0,Normal,0,Normal,2024-01-01,4,Monday,1,0,Winter,1.2532789956750434,0.3644993296388052,0.3041685503413329,0.6170740513019112
2024-01-01 04:00:00,Manchester-DC2,5.71616807883791,58.5772406711496,437.4839552898016,73.93850819711942,407,847.0811802636695,400.26570347389725,493.36718636144934,493.36718636144934,40.53004130958919,96.10073552903717,77.56214313689388,168.93517996864298,37.541151104142884,4.168147243626763,18.227976668911378,25.500003578221083,257.85809501004843,127.21872281563087,32.07827063377037,0,0,Normal,0,Normal,2024-01-01,4,Monday,1,0,Winter,1.2325992011794324,0.24009235539038443,0.3178356819270359,0.5824320004463797
2024-01-01 05:00:00,London-DC1,5.877143008852878,62.137373397239124,385.83854542273326,68.19086832935797,384,736.5573305801029,347.60692381485734,438.7792132560409,438.7792132560409,36.55872418441239,117.05510604368972,101.10630806959044,157.8711285558356,35.08247301240791,4.318288782712703,17.92489601688808,26.55984632765385,236.6802040243016,103.8503537150623,39.174162977076904,0,0,Normal,0,Normal,2024-01-01,5,Monday,1,0,Winter,1.2622855967326585,0.33674561127567093,0.2987580125716229,0.5957163075282466
2024-01-01 05:00:00,Manchester-DC2,4.334430323947852,68.33696538103084,384.33211000538057,66.37837270568944,383,742.6143831249198,353.4401983515589,437.6413890054278,437.6413890054278,34.925572937998226,109.83460925936707,88.65171997567978,146.6309345758572,32.58465212796826,4.19838308268169,18.318790029375034,25.473165626195893,228.49241565897833,99.99773816620085,40.37591933353534,0,0,Normal,0,Normal,2024-01-01,5,Monday,1,0,Winter,1.2382332033724017,0.31075867932293627,0.28292689578771507,0.5893252257838499
2024-01-01 06:00:00,London-DC1,8.929497199462846,53.91877789183602,410.32437465207533,70.05798606180191,395,778.7851765185895,384.4263221076198,481.8030786400429,481.8030786400429,40.954892475045284,130.30352667951436,113.33723568914189,177.92062272865917,39.537916161924265,4.34430691857072,17.705314224897254,27.08281644906858,230.04237993482283,110.83512687028008,40.11574202002511,0,0,Normal,0,Normal,2024-01-01,6,Monday,1,0,Winter,1.2533040817771124,0.3389557873277887,0.28831305375403476,0.6186597962660917
2024-01-01 06:00:00,Manchester-DC2,3.772800559400869,67.79519441238284,430.16453261186115,68.49875286881469,404,829.9178371446824,399.74010466982025,503.64924501395006,503.64924501395006,44.246821573497336,114.87710987441793,92.94042100322345,174.68560248413456,38.819022774252126,3.9479808101914955,17.5234680958414,26.083311769934625,233.73808022537327,117.72200763651934,34.46378473670225,0,0,Normal,0,Normal,2024-01-01,6,Monday,1,0,Winter,1.2599417449744186,0.28737949615864744,0.29449636466612744,0.6068663938429693
2024-01-01 07:00:00,London-DC1,8.898098971786807,69.37075609529965,411.50886853420656,67.59649496881833,395,759.0201264982901,372.2309632480965,466.42581816988326,466.42581816988326,38.47128265179245,100.33403623882873,82.50567198556274,159.33666614311616,35.40814803180359,4.141704023369555,18.00727836419809,25.705335673715876,225.5331601152713,105.19448873120469,29.886121224026738,0,0,Normal,0,Normal,2024-01-01,7,Monday,1,0,Winter,1.2530548616908173,0.2695477973226931,0.2826054227549342,0.6145104746058851
